,Open,High,Low,Close,Volume,Daily Change %,Volatility,MA_5,MA_10,MA_20,Momentum,Volume_Change,RSI_14
2025-12-23,975.05,977.6,970.45,971.85,181180,-0.32818829803599114,0.7332957284241811,975.97,969.425,967.8950000000001,10.450000000000045,-0.5414302274372433,61.77317212590879
2025-12-24,972.1,977.5,967.95,969.0,406527,-0.3188972327949823,0.9824092171587239,974.5899999999999,970.3700000000001,967.1424999999999,-6.899999999999977,1.2437741472568717,62.130862757732146
2025-12-26,967.1,971.15,964.45,966.4,401851,-0.07238134629304575,0.6927928859476715,972.3300000000002,970.6699999999998,966.82,-11.300000000000068,-0.01150231103961119,46.189024380386485
2025-12-29,965.95,968.3,961.45,964.85,326921,-0.11387752989285395,0.7091464361509301,969.2700000000001,970.865,966.085,-15.299999999999955,-0.1864621464174533,58.43780133426946
2025-12-30,963.55,976.0,959.35,973.3,340615,1.0118831404701365,1.7279850552643847,969.0799999999999,971.4799999999999,966.0925,-0.9500000000000455,0.04188779552246569,62.226117425571125
2025-12-31,976.0,985.45,973.55,982.2,332569,0.6352459016393489,1.2192622950819765,971.15,973.5600000000001,966.8149999999999,10.350000000000023,-0.02362197789292897,67.2243345864466
2026-01-01,982.2,987.7,980.2,984.7,848654,0.254530645489717,0.7635919364691508,974.29,974.4400000000002,968.4800000000001,15.700000000000045,1.5518133079150491,66.53726706628078
2026-01-02,984.75,1009.3,984.05,999.35,489973,1.4826097994414849,2.564102564102564,980.8800000000001,976.6049999999999,971.0449999999998,32.950000000000045,-0.4226469208888428,73.20178229121805
2026-01-05,1000.1,1015.4,1000.1,1005.35,574850,0.5249475052494751,1.5298470152984656,988.9799999999999,979.125,972.7425000000001,40.5,0.17322791255844705,73.7858032249938
2026-01-06,1008.9,1023.95,1005.0,1018.75,696022,0.9763108335811301,1.8782832788185198,998.07,983.575,975.875,45.450000000000045,0.2107889014525528,82.60375211874418
2026-01-07,1020.05,1022.0,1004.3,1007.1,522691,-1.2695456105092822,1.7352090583794957,1003.05,987.1,978.2625,24.899999999999977,-0.24903092143639138,68.33137484187267
2026-01-08,1005.15,1011.9,995.6,997.85,717133,-0.726259762224539,1.6216485101726064,1005.68,989.985,980.1775,13.149999999999977,0.3720018136910719,60.886007554269
2026-01-09,996.95,1008.0,994.55,1000.0,508305,0.3059330959426204,1.3491148001404327,1005.8100000000001,993.345,982.0074999999999,0.6499999999999773,-0.2911984248389071,60.758807578855055
2026-01-12,1005.45,1016.9,996.05,1015.05,206672,0.954796359838869,2.0736983440250656,1007.75,998.365,984.6150000000001,9.699999999999932,-0.5934094687244863,70.11834318558525
2026-01-13,1019.4,1029.4,1015.7,1028.45,3578570,0.8877771237983195,1.3439278006670636,1009.6899999999999,1003.8800000000001,987.68,9.700000000000045,16.315214446078812,75.17793593369672
2026-01-14,1028.5,1030.0,1021.0,1028.3,549159,-0.01944579484686879,0.8750607681088965,1013.93,1008.49,991.025,21.199999999999932,-0.8465423339490354,77.02825887804559
2026-01-16,1029.1,1047.5,1028.45,1042.3,536890,1.282674181323491,1.8511320571373002,1022.82,1014.25,994.345,44.44999999999993,-0.022341434812140015,81.33773739769835
2026-01-19,1036.0,1043.55,1033.65,1038.2,270858,0.21235521235521676,0.9555984555984424,1030.46,1018.135,997.3700000000001,38.200000000000045,-0.495505597049675,79.66033157205626
2026-01-20,1044.8,1051.9,1033.3,1037.15,269961,-0.732197549770278,1.7802450229709166,1034.8799999999999,1021.3149999999999,1000.2199999999999,22.100000000000136,-0.0033116983807013334,77.46236558206911
2026-01-21,1030.85,1040.45,1021.8,1028.15,546284,-0.26191977494299057,1.8091865935878249,1034.8200000000002,1022.2550000000001,1002.915,-0.2999999999999545,1.0235663669937511,69.74645465426346
2026-01-22,1032.35,1055.35,1032.35,1048.25,762610,1.540175328134847,2.2279265752893886,1038.81,1026.3700000000001,1006.735,19.950000000000045,0.3959954895255948,73.72153787956626
2026-01-23,1053.9,1053.9,1025.55,1029.4,453196,-2.3246987380206847,2.690008539709663,1036.23,1029.525,1009.7549999999999,-12.899999999999864,-0.4057303208717431,60.87585956675892
2026-01-27,1034.9,1054.55,1030.0,1052.9,814550,1.7392984829452118,2.3722098753502707,1039.17,1034.815,1014.0799999999999,14.700000000000045,0.7973459606880908,65.27465466807686
2026-01-28,1055.2,1065.4,1044.1,1062.8,816186,0.7202426080363825,2.018574677786219,1044.3,1039.5900000000001,1018.9775,25.649999999999864,0.0020084709348719976,64.47584619847086
2026-01-29,1063.8,1075.0,1060.0,1064.5,1248846,0.06580184245159293,1.410039481105471,1051.5700000000002,1043.1950000000002,1023.5375,36.34999999999991,0.5300997566731114,70.18284106200736
2026-01-30,1064.45,1082.4,1060.5,1077.55,392217,1.2306825120954399,2.0574005354878193,1057.4299999999998,1048.1200000000001,1028.3049999999998,29.299999999999955,-0.6859364565366747,77.29452054053344
2026-02-02,1020.05,1031.55,990.0,1028.45,406280,0.8234890446546828,4.073329738738293,1057.2400000000002,1046.7350000000001,1030.4924999999998,-0.9500000000000455,0.0358551516125003,57.372376259117864
2026-02-03,1085.65,1090.0,1040.9,1064.25,419714,-1.9711693455533634,4.522636208722876,1059.5099999999998,1049.3400000000001,1033.7375,11.349999999999909,0.03306586590528693,61.51146466606854
2026-02-04,1058.15,1073.8,1055.9,1068.1,365016,0.9403203704578573,1.6916316212257112,1060.5700000000002,1052.435,1036.875,5.2999999999999545,-0.13032207646159055,59.71099681197181
2026-02-05,1068.1,1081.3,1067.4,1073.4,1205425,0.49620822020411787,1.3013762756296101,1062.35,1056.9599999999998,1039.6074999999998,8.900000000000091,2.3023894842965786,60.77400859603046
2026-02-06,1071.0,1073.6,1051.0,1066.4,225015,-0.42950513538747986,2.110177404295043,1060.1200000000001,1058.775,1042.5725,-11.149999999999864,-0.8133313976398366,55.95650024328531
2026-02-09,1120.0,1148.0,1100.6,1145.95,2440558,2.31696428571429,4.232142857142866,1083.62,1070.4299999999998,1049.9775000000002,117.5,9.846201364353487,69.39693969047147
2026-02-10,1151.0,1153.85,1138.05,1144.1,772966,-0.5994787141616065,1.3727193744569899,1099.5900000000001,1079.55,1057.1825000000001,79.84999999999991,-0.6832830852616492,69.19763058349032
2026-02-11,1144.1,1187.7,1144.0,1183.0,2314375,3.40005244296828,3.81959618914431,1122.5700000000002,1091.5700000000002,1065.58,114.90000000000009,1.9941485136474308,75.10131301328767
2026-02-12,1182.0,1203.5,1175.25,1192.5,7064547,0.8883248730964468,2.3900169204737733,1146.39,1104.3700000000001,1073.7825,119.09999999999991,2.0524642722117203,74.21520899432933
2026-02-13,1190.0,1201.0,1184.6,1198.8,998568,0.7394957983193239,1.3781512605042094,1172.8700000000001,1116.4950000000001,1082.3075,132.39999999999986,-0.8586508094574217,79.68804766520982
2026-02-16,1191.8,1211.85,1185.0,1207.9,2066299,1.3508978016445827,2.2528947810035165,1185.26,1134.44,1090.5875,61.950000000000045,1.0692621834466958,78.60834255776848
2026-02-17,1207.95,1225.5,1203.45,1213.25,922231,0.4387598824454617,1.825406680740093,1199.09,1149.3400000000001,1099.34,69.15000000000009,-0.5536797917435956,78.2429134556208
2026-02-18,1222.25,1224.55,1214.1,1219.45,753795,-0.22908570259766453,0.8549805686234442,1206.3799999999999,1164.475,1108.4550000000002,36.450000000000045,-0.18263970740519453,78.60439357171695
2026-02-19,1222.0,1225.0,1199.55,1207.0,840062,-1.227495908346972,2.0826513911620332,1209.28,1177.8349999999998,1117.3975,14.5,0.114443582141033,73.95004624963809
2026-02-20,1206.05,1218.0,1201.55,1216.15,646555,0.8374445503917862,1.3639567182123498,1212.7500000000002,1192.81,1125.7925,17.350000000000136,-0.2303484742792794,90.75119408914229
2026-02-23,1220.2,1231.25,1217.6,1227.8,911088,0.6228487133256768,1.118669070644164,1216.73,1200.9950000000001,1135.7125,19.899999999999864,0.4091423003456782,89.66771767521047
2026-02-24,1228.05,1234.8,1220.0,1223.85,870161,-0.3420056186637389,1.2051626562436346,1218.85,1208.97,1144.26,10.599999999999909,-0.04492101750873678,87.7575757516188
2026-02-25,1228.0,1229.05,1196.75,1200.2,2502176,-2.2638436482084656,2.6302931596091166,1215.0,1210.69,1151.13,-19.25,1.8755322290932366,78.22796081435797
2026-02-26,1201.9,1215.0,1189.15,1209.2,1256867,0.6073716615358976,2.150761294616849,1215.44,1212.3600000000001,1158.3650000000002,2.2000000000000455,-0.49769041026690364,81.50926742656162
