,Open,High,Low,Close,Volume,Daily Change %,Volatility,MA_5,MA_10,MA_20,Momentum,Volume_Change,RSI_14
2025-11-25,832.45,843.9,829.5,840.05,510391,0.9129677458105482,1.7298336236410565,838.35,846.95,823.405,-7.9500000000000455,2.966173476524253,65.70363466343679
2025-11-26,840.8,858.35,840.8,850.5,119847,1.1536631779257904,2.0872978116080008,840.49,845.55,825.945,10.700000000000045,-0.7651859064912978,69.10496579858777
2025-11-27,850.7,863.65,847.0,857.5,71745,0.7993417185846896,1.9572117080051694,846.1,844.97,828.4,28.049999999999955,-0.40136173621367244,68.42904891547855
2025-11-28,860.7,862.85,851.4,858.3,76958,-0.27884280237017434,1.3303125363076618,848.45,846.015,831.2225000000001,11.75,0.07266011568750441,68.15813667818442
2025-12-01,862.95,862.95,843.3,847.0,24430,-1.848311026131299,2.2770728315661497,850.6700000000001,845.305,833.8675,11.100000000000023,-0.6825541204293251,57.16220791872489
2025-12-02,847.85,860.55,845.35,850.45,31157,0.3066580173379752,1.7927699475142926,852.75,845.55,836.5375,10.400000000000091,0.2753581661891118,43.75277900744742
2025-12-03,852.8,856.0,842.0,846.45,48939,-0.7446060037523345,1.6416510318949344,851.9399999999999,846.2149999999999,839.385,-4.0499999999999545,0.570722470070931,42.68980476704856
2025-12-04,845.05,872.8,843.05,863.3,103204,2.159635524525176,3.520501745458849,853.1,849.6,843.2375,5.7999999999999545,1.1088293589979363,56.62237461815075
2025-12-05,864.9,874.4,856.0,869.95,87927,0.5838825297722359,2.127413573823561,855.43,851.9399999999999,846.8925000000002,11.650000000000091,-0.1480272082477423,56.770610843273936
2025-12-08,873.65,875.05,834.8,841.25,49673,-3.7085789503805846,4.607108109654896,854.28,852.475,849.0024999999999,-5.75,-0.43506545202270064,47.58324381907507
2025-12-09,841.2,848.2,832.3,844.5,59321,0.3922967189728905,1.8901569186875997,853.0899999999999,852.9200000000001,849.9350000000001,-5.9500000000000455,0.19423026593924275,51.7446176635158
2025-12-10,849.75,850.0,828.0,832.8,57250,-1.9947043248014176,2.5889967637540456,850.36,851.15,848.35,-13.650000000000091,-0.03491175131909441,51.231165007591024
2025-12-11,838.6,842.8,828.0,835.7,47208,-0.3458144526591912,1.7648461721917426,844.8399999999999,848.97,846.97,-27.59999999999991,-0.17540611353711788,45.547804672649455
2025-12-12,838.4,851.0,838.4,845.7,60531,0.8707061068702372,1.50286259541985,839.9900000000001,847.71,846.8625,-24.25,0.2822191154041689,54.042904284186484
2025-12-15,843.85,853.0,835.6,851.3,28656,0.8828583279018701,2.0619778396634447,842.0,848.14,846.7225000000001,10.049999999999955,-0.5265896813203153,54.586220947703154
2025-12-16,858.3,858.3,841.8,845.15,63515,-1.5320983339158778,1.9224047535826634,842.1300000000001,847.61,846.5799999999999,0.6499999999999773,1.2164642657733111,47.73975495844227
2025-12-17,833.65,845.65,827.4,833.75,107308,0.011995441732144514,2.189168116115876,842.32,846.3399999999999,846.2774999999999,0.9500000000000455,0.6894906714949225,40.32586557584879
2025-12-18,829.3,842.2,826.05,834.7,46506,0.6511515736163139,1.947425539611732,842.1200000000001,843.4799999999999,846.54,-1.0,-0.5666119953777911,40.398698123957885
2025-12-19,834.25,847.05,831.05,844.55,59790,1.234641893916686,1.9178903206472881,841.89,840.9399999999999,846.4399999999999,-1.150000000000091,0.2856405625080636,48.99135446121136
2025-12-22,845.85,862.95,841.25,856.55,30161,1.2649997044393133,2.5654666903115264,842.9399999999999,842.47,847.4725000000001,5.25,-0.4955510955009199,52.34615384051653
2025-12-23,856.0,859.95,846.05,848.7,111473,-0.8528037383177516,1.6238317757009453,843.65,842.89,847.9050000000001,3.550000000000068,2.6959318324989225,50.8404930839614
2025-12-24,848.75,858.8,845.0,848.25,38970,-0.05891016200294551,1.6259204712812905,846.55,844.4350000000001,847.7925000000001,14.5,-0.6504086191275018,43.59301830046574
2025-12-26,837.75,859.0,837.6,850.7,103663,1.5458072217248637,2.554461354819454,849.75,845.9350000000001,847.4525,16.0,1.6600718501411342,41.501103747629
2025-12-29,849.0,854.5,836.55,839.5,73940,-1.1189634864546525,2.114252061248533,848.74,845.3149999999999,846.5125,-5.0499999999999545,-0.28672718327657887,49.08616187271848
2025-12-30,839.4,843.55,833.45,841.55,65443,0.2561353347629232,1.2032404098165248,845.74,844.3399999999999,846.24,-15.0,-0.11491750067622397,48.43997883999829
2025-12-31,841.4,869.6,837.6,864.4,136064,2.733539339196577,3.8031851675778467,848.8799999999999,846.265,846.9375,15.699999999999932,1.079122289626087,64.94796593274106
2026-01-01,860.35,891.6,860.35,890.35,291748,3.4869529842505957,3.6322426919277033,857.3,851.925,849.1325,42.10000000000002,1.1441968485418625,71.22330096312913
2026-01-02,893.05,909.65,890.8,902.45,250378,1.0525726443088395,2.1107440792788785,867.65,858.7,851.0899999999999,51.75,-0.14180045792944596,71.68513564383959
2026-01-05,903.75,910.0,892.75,899.5,167194,-0.4702627939142462,1.9087136929460582,879.65,864.1949999999999,852.5674999999999,60.0,-0.3322336627019946,68.79875194256489
2026-01-06,894.3,924.15,887.4,914.75,249689,2.286704685228676,4.109359275410936,894.29,870.015,856.2425,73.20000000000005,0.4934088543847268,75.3459577490543
2026-01-07,914.8,924.75,893.05,898.2,121199,-1.8146042850896271,3.465238303454312,901.05,874.9649999999999,858.9275,33.80000000000007,-0.5146001626022773,72.62197261483534
2026-01-08,895.65,902.85,876.2,883.1,114743,-1.4012169932451242,2.9754926589627617,899.6,878.45,861.4425000000001,-7.25,-0.05326776623569507,65.45338441305013
2026-01-09,875.55,891.7,875.55,882.1,34225,0.7481011935354999,1.844554851236376,895.53,881.5899999999999,863.7625,-20.350000000000023,-0.7017247239483019,62.70727579778071
2026-01-12,877.1,908.0,877.1,905.75,80932,3.266446243301787,3.522973435184127,896.78,888.2149999999999,866.765,6.25,1.3647041636230823,65.43287326903351
2026-01-13,908.0,912.8,898.0,910.3,143564,0.2533039647577042,1.6299559471365588,895.89,895.0899999999999,869.7149999999999,-4.4500000000000455,0.7738842485049178,69.73094169778193
2026-01-14,911.0,948.8,908.3,944.6,444175,3.688254665203076,4.445664105378705,905.1700000000001,903.11,874.6875,46.39999999999998,2.093916302137026,75.36193734638026
2026-01-16,944.8,959.55,938.0,953.2,891056,0.8890770533446328,2.280906011854356,919.1899999999999,909.3950000000001,880.6599999999999,70.10000000000002,1.0060921933922442,76.13462518579354
2026-01-19,945.55,962.0,941.8,949.2,419561,0.3860187192639301,2.136322775104442,932.61,914.07,886.385,67.10000000000002,-0.5291418272252248,79.03652725724451
2026-01-20,940.3,947.7,899.2,905.0,125212,-3.7541210252047175,5.157928320748698,932.46,914.6200000000001,889.4074999999999,-0.75,-0.701564254065559,63.73079419652789
2026-01-21,906.05,919.15,892.0,907.45,91288,0.15451685889300712,2.9965233706749053,931.8900000000001,913.89,891.9525,-2.849999999999909,-0.2709324984825735,60.2183717026202
2026-01-22,910.0,915.95,892.8,902.5,84549,-0.8241758241758242,2.543956043956054,923.47,914.3199999999999,894.6424999999999,-42.10000000000002,-0.07382131276838144,53.20326917614106
2026-01-23,898.95,914.4,889.0,893.1,461900,-0.6507592190889396,2.825518660659656,911.45,915.32,896.885,-60.10000000000002,4.463104235413784,47.49933136846755
2026-01-27,883.3,896.95,849.65,894.75,330829,1.2962753311445767,5.354919053549199,900.5600000000001,916.585,899.0875000000002,-54.450000000000045,-0.28376488417406365,48.7207110116774
2026-01-28,924.95,924.95,878.0,901.4,102890,-2.546083572084985,5.075950051354132,899.8400000000001,916.15,902.1825000000001,-3.6000000000000227,-0.6889934074703246,46.229878561721435
2026-01-29,900.95,904.6,891.05,898.1,95010,-0.3163327598645899,1.5039680337421686,897.97,914.93,905.01,-9.350000000000023,-0.07658664593254938,49.969474965204064
2026-01-30,895.05,902.6,888.3,895.35,43644,0.03351768057651173,1.5976761074800367,896.54,910.0050000000001,906.5575000000001,-7.149999999999977,-0.5406378275970951,54.044239017783966
2026-02-01,894.55,905.8,863.45,895.55,53355,0.11178804985747025,4.734223911463855,897.03,904.24,906.8174999999999,2.449999999999932,0.22250481165795977,54.463989374294734
2026-02-02,884.75,914.6,884.75,909.3,106101,2.7747951398700144,3.3738344165018392,899.9399999999999,900.25,907.1600000000001,14.549999999999955,0.988585886983413,51.26110123824044
2026-02-03,942.25,956.7,916.4,922.15,238604,-2.1331918280711086,4.2769965508092405,904.0899999999999,901.9649999999999,908.2925000000001,20.75,1.2488383709861357,53.97517611032773
2026-02-04,922.0,932.0,916.8,920.95,32737,-0.11388286334055905,1.6485900216919789,908.6600000000001,903.3149999999999,908.6025000000002,22.850000000000023,-0.8627977737171213,39.801638632537966
2026-02-05,911.65,922.0,902.45,914.25,27383,0.28519716996654665,2.1444633357099714,912.4399999999999,904.49,909.4050000000001,18.899999999999977,-0.16354583498793418,32.924156067856714
2026-02-06,911.0,915.2,895.0,903.7,26284,-0.8013172338089961,2.217343578485186,914.07,905.55,910.4350000000001,8.150000000000091,-0.040134389949968985,31.135986729387184
2026-02-09,915.75,936.75,900.3,927.85,114142,1.3213213213213237,3.980343980343985,917.78,908.86,912.7225000000001,18.550000000000068,3.3426419114290065,61.3625062072693
2026-02-10,929.95,933.0,920.15,927.65,30855,-0.24732512500672812,1.3817947201462468,918.8800000000001,911.485,913.8175000000001,5.5,-0.7296788211175553,60.27466937086625
2026-02-11,923.65,927.1,915.0,924.9,45610,0.13533264764791858,1.3100200292318545,919.6700000000001,914.165,914.5475,3.949999999999932,0.4782045049424728,61.6545265258776
2026-02-12,928.2,937.35,915.75,922.85,50320,-0.5763843999138142,2.327084680025859,921.39,916.915,913.46,8.600000000000023,0.1032668274501205,66.76056336975049
2026-02-13,918.35,928.7,903.3,925.6,73232,0.7894593564545108,2.7658300212337443,925.7700000000001,919.9200000000001,912.0799999999999,21.899999999999977,0.45532591414944346,67.1675013807419
2026-02-16,927.15,933.5,912.6,931.9,31946,0.512322709378202,2.2542199212640868,926.5799999999999,922.18,911.2150000000001,4.0499999999999545,-0.5637699366397204,67.03910613476486
2026-02-17,931.25,952.4,928.8,943.5,1969824,1.3154362416107381,2.5342281879194655,929.75,924.3149999999999,913.1400000000001,15.850000000000023,60.66105302698303,73.21063393635023
2026-02-18,943.0,949.45,933.0,944.15,106361,0.12195121951219272,1.7444326617179262,933.6,926.635,914.975,19.25,-0.9460048207352535,75.49634272667768
2026-02-19,940.65,941.4,924.0,927.3,573235,-1.419231382554619,1.8497847233296103,934.49,927.9400000000002,916.2149999999999,4.449999999999932,4.389522475343406,64.12995103784763
2026-02-20,929.1,947.5,922.65,925.5,1351116,-0.38747174685179453,2.674631363685289,934.4699999999999,930.1200000000001,917.8349999999998,-0.10000000000002274,1.3570019276561966,58.06772907556828
2026-02-23,924.35,933.4,912.2,919.75,52581,-0.4976469951858087,2.29350354303023,932.04,929.3100000000001,919.0849999999998,-12.149999999999977,-0.9610832822644392,48.71382635924981
2026-02-24,916.1,933.6,912.0,931.4,68749,1.6701233489793639,2.3578211985591118,929.6200000000001,929.6850000000001,920.585,-12.100000000000023,0.30748749548315923,55.03614457088666
2026-02-25,932.05,941.5,932.05,937.2,71702,0.5525454642991354,1.0138941043935459,928.2299999999999,930.915,922.54,-6.949999999999932,0.042953352048757054,61.157024785063726
2026-02-26,937.0,968.6,936.95,964.45,993875,2.9295624332977637,3.3778014941302006,935.6600000000001,935.075,925.9950000000001,37.15000000000009,12.86118936710273,75.40777916306392
